"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1100",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","200 000 Ft/hó",NA,"Szabadság út, Gárdony",NA,NA
"1101",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Rudnay Gyula utca, Hódmezővásárhely",NA,NA
"1102",NA,NA,"690 000 Ft/hó",NA,"Krisztinaváros"," I. kerület","140 m² terület","4 szoba","10 m² erkély"
"1103",NA,NA,"125 000 Ft/hó",NA,"Csapó utca"," Debrecen","51 m² terület","2 szoba",NA
"1104",NA,NA,"310 000 Ft/hó",NA,"Költő utca"," XII. kerület","60 m² terület","1 + 1 fél szoba","14 m² erkély"
"1105",NA,NA,"110 000 Ft/hó",NA,"Forradalom utca"," Kecskemét","64 m² terület","2 szoba",NA
"1106",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","135 000 Ft/hó",NA,"Vidám utca, XXII. kerület",NA,NA
"1107","Új építésű",NA,"250 000 Ft/hó",NA,"Harmónia utca 9"," Tata","63 m² terület","2 szoba","60 m² erkély"
"1108",NA,NA,"100 000 Ft/hó",NA,"Füredi út"," Debrecen","44 m² terület","1 + 1 fél szoba","1 m² erkély"
"1109",NA,NA,"200 000 Ft/hó",NA,"Pilvax köz"," V. kerület","40 m² terület","1 szoba",NA
"1110",NA,NA,"110 000 Ft/hó",NA,"Fürj utca"," XII. kerület","35 m² terület","1 szoba",NA
"1111",NA,NA,"190 000 Ft/hó",NA,"Pécs"," Szigeti külváros","71 m² terület","3 szoba",NA
"1112",NA,NA,"65 000 Ft/hó",NA,"Balatoni út 276"," Székesfehérvár","28 m² terület","1 szoba",NA
"1113",NA,NA,"75 000 Ft/hó",NA,"Majsai út"," Kiskunfélegyháza","52 m² terület","2 szoba",NA
"1114",NA,NA,"660 000 Ft/hó",NA,"Lepke utca"," II. kerület","100 m² terület","3 szoba","133 m² erkély"
"1115",NA,NA,"100 000 Ft/hó",NA,"Havanna utca"," XVIII. kerület","35 m² terület","1 + 1 fél szoba",NA
"1116",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","110 000 Ft/hó",NA,"Budai út 312, Székesfehérvár",NA,NA
"1117",NA,NA,"140 000 Ft/hó",NA,"Batthyány utca"," Debrecen","43 m² terület","2 szoba",NA
"1118",NA,NA,"140 000 Ft/hó",NA,"Dembinszky utca"," VII. kerület","50 m² terület","2 szoba",NA
"1119",NA,NA,"120 000 Ft/hó",NA,"Koszorú utca"," VIII. kerület","33 m² terület","1 szoba",NA
"1120",NA,NA,"150 000 Ft/hó",NA,"Pétervárad utca"," XIV. kerület","65 m² terület","2 szoba","8 m² erkély"
"1121",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Vásár tér, Keszthely",NA,NA
"1122","Csak szoba",NA,"89 000 Ft/hó",NA,"Kossuth Lajos utca"," Jászberény","50 m² terület","2 + 1 fél szoba",NA
"1123",NA,NA,"120 000 Ft/hó",NA,"Sopron"," Belváros külső","90 m² terület","2 szoba",NA
"1124",NA,NA,"110 000 Ft/hó",NA,"Pécsi utca"," XXII. kerület","33 m² terület","1 szoba",NA
"1125",NA,NA,"110 000 Ft/hó",NA,"Kelenföldi út"," XI. kerület","44 m² terület","1 szoba",NA
"1126",NA,NA,"200 000 Ft/hó",NA,"Kerekes utca"," XIII. kerület","60 m² terület","3 szoba","5 m² erkély"
"1127",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","74 000 Ft/hó",NA,"Vas Gereben utca, XIX. kerület",NA,NA
"1128",NA,NA,"299 000 Ft/hó",NA,"Teréz körút"," VI. kerület","95 m² terület","3 szoba",NA
"1129",NA,NA,"155 000 Ft/hó",NA,"Gyakorló utca"," X. kerület","49 m² terület","2 szoba","4 m² erkély"
"1130",NA,NA,"350 000 Ft/hó",NA,"Mártonhegy"," XII. kerület","70 m² terület","3 szoba","8 m² erkély"
"1131",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Magaslati út, Pécs",NA,NA
"1132",NA,NA,"180 000 Ft/hó",NA,"Ferenciek tere"," V. kerület","68 m² terület","2 szoba",NA
"1133",NA,NA,"130 000 Ft/hó",NA,"Alkér utca"," X. kerület","54 m² terület","2 szoba","6 m² erkély"
"1134",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","65 000 Ft/hó",NA,"Akácfa utca, XX. kerület",NA,NA
"1135",NA,NA,"180 000 Ft/hó",NA,"Székesfehérvár"," Belváros","75 m² terület","3 szoba",NA
"1136",NA,NA,"100 000 Ft/hó",NA,"Árpád fejedelem útja"," II. kerület","45 m² terület","1 + 1 fél szoba",NA
"1137",NA,NA,"270 000 Ft/hó",NA,"Bicskei utca"," XI. kerület","78 m² terület","3 szoba",NA
"1138",NA,NA,"175 000 Ft/hó",NA,"Városház utca"," V. kerület","36 m² terület","1 szoba",NA
"1139","Új építésű",NA,"300 000 Ft/hó",NA,"Garda utca"," XI. kerület","76 m² terület","3 szoba","11 m² erkély"
"1140",NA,NA,"300 000 Ft/hó",NA,"Pécs",NA,"75 m² terület","3 + 1 fél szoba",NA
"1141","Csak szoba",NA,"30 000 Ft/hó",NA,"Poroszlay út"," Debrecen","12 m² terület","1 szoba","5 m² erkély"
"1142",NA,NA,"602 498 Ft/hó",NA,"Szikla utca"," II. kerület","120 m² terület","4 szoba","6 m² erkély"
"1143",NA,NA,"90 000 Ft/hó",NA,"Egyetem sugárút"," Debrecen","56 m² terület","1 szoba","2 m² erkély"
"1144",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","145 000 Ft/hó",NA,"Baross utca, VIII. kerület",NA,NA
"1145",NA,NA,"180 000 Ft/hó",NA,"Mérleg utca 12"," V. kerület","43 m² terület","1 + 1 fél szoba",NA
"1146",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","125 000 Ft/hó",NA,"Vihar utca 5/D, XXII. kerület",NA,NA
"1147",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Fogarasi út, XIV. kerület",NA,NA
"1148",NA,NA,"135 000 Ft/hó",NA,"Szilaspatak sor"," IV. kerület","40 m² terület","1 + 1 fél szoba",NA
"1149",NA,NA,"150 000 Ft/hó",NA,"Fő utca"," Kaposvár","78 m² terület","2 + 1 fél szoba",NA
"1150",NA,NA,"120 000 Ft/hó",NA,"Wesselényi utca"," Debrecen","39 m² terület","1 szoba",NA
"1151",NA,NA,"199 000 Ft/hó",NA,"Ménesi út"," XI. kerület","64 m² terület","2 szoba","4 m² erkély"
"1152",NA,NA,"85 000 Ft/hó",NA,"Jászai Mari utca"," Debrecen","58 m² terület","2 szoba","3 m² erkély"
"1153",NA,NA,"160 000 Ft/hó",NA,"Budaörs"," Budaörsi Kamaraerdő","53 m² terület","2 szoba","10 m² erkély"
"1154",NA,NA,"90 000 Ft/hó",NA,"Máglya köz"," XIII. kerület","37 m² terület","1 szoba",NA
"1155",NA,NA,"130 000 Ft/hó",NA,"Jerikó utca"," Debrecen","35 m² terület","1 szoba",NA
"1156",NA,NA,"120 000 Ft/hó",NA,"Wesselényi utca"," Debrecen","40 m² terület","1 szoba",NA
"1157",NA,NA,"70 000 Ft/hó",NA,"Templom utca"," Miskolc","40 m² terület","1 szoba",NA
"1158",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","85 000 Ft/hó",NA,"Juhar utca, Kecskemét",NA,NA
"1159",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","75 000 Ft/hó",NA,"Ady Endre út, Szolnok",NA,NA
"1160",NA,NA,"635 000 Ft/hó",NA,"Timur utca"," XVI. kerület","490 m² terület","5 szoba",NA
"1161",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Rózsadomb utca, Vértesacsa",NA,NA
"1162",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","70 000 Ft/hó",NA,"Gróf Leiningen Károly utca 1, Vecsés",NA,NA
"1163",NA,NA,"440 000 Ft/hó",NA,"Naphegy utca"," I. kerület","110 m² terület","3 + 2 fél szoba","20 m² erkély"
"1164",NA,NA,"60 000 Ft/hó",NA,"Csaba vezér út"," Miskolc","40 m² terület","1 + 1 fél szoba","1 m² erkély"
"1165",NA,NA,"50 000 Ft/hó",NA,"Király utca"," VII. kerület","13 m² terület","0 + 1 fél szoba",NA
"1166",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","90 000 Ft/hó",NA,"Széchenyi István park, Dunaújváros",NA,NA
"1167",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Nádor utca 10, Szeged",NA,NA
"1168",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","170 000 Ft/hó",NA,"Thomán István utca, XII. kerület",NA,NA
"1169",NA,NA,"135 000 Ft/hó",NA,"Menyecske utca"," XI. kerület","49 m² terület","1 + 1 fél szoba","5 m² erkély"
"1170",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Babits Mihály utca, Győr",NA,NA
"1171","Új építésű",NA,"280 000 Ft/hó",NA,"Párta köz"," XIII. kerület","71 m² terület","3 szoba","78 m² erkély"
"1172",NA,NA,"1 387 570 Ft/hó",NA,"Andrássy út"," VI. kerület","250 m² terület","5 szoba","25 m² erkély"
"1173",NA,NA,"94 000 Ft/hó",NA,"Alig utca"," XIII. kerület","23 m² terület","1 szoba",NA
"1174",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","165 000 Ft/hó",NA,"Széchenyi utca 31., Balatonfüred",NA,NA
"1175",NA,NA,"399 000 Ft/hó",NA,"Nádor utca"," V. kerület","104 m² terület","5 szoba",NA
"1176",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Fehérvári út 187, XI. kerület",NA,NA
"1177",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Vörösmarty Mihály utca, Eger",NA,NA
"1178",NA,NA,"120 000 Ft/hó",NA,"Hernád utca"," VII. kerület","28 m² terület","1 szoba",NA
"1179",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","90 000 Ft/hó",NA,"Rákóczi tér, Keszthely",NA,NA
"1180",NA,NA,"170 000 Ft/hó",NA,"Kaszásdűlő utca"," III. kerület","51 m² terület","2 szoba",NA
"1181",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","170 000 Ft/hó",NA,"Kossuth Lajos utca, Veszprém",NA,NA
"1182",NA,NA,"150 000 Ft/hó",NA,"Siófok"," Belváros","32 m² terület","2 szoba",NA
"1183",NA,NA,"150 000 Ft/hó",NA,"Csata utca"," XIII. kerület","52 m² terület","2 szoba","6 m² erkély"
"1184",NA,NA,"78 000 Ft/hó",NA,"Murányi utca"," VII. kerület","30 m² terület","1 szoba",NA
"1185",NA,NA,"165 000 Ft/hó",NA,"Hollán Ernő utca"," XIII. kerület","33 m² terület","1 szoba","3 m² erkély"
"1186",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Győri kapu, Miskolc",NA,NA
"1187",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","250 000 Ft/hó",NA,"Benő utca, XVI. kerület",NA,NA
"1188",NA,NA,"80 000 Ft/hó",NA,"Karinthy Frigyes utca"," Tököl","30 m² terület","1 szoba",NA
"1189",NA,NA,"110 000 Ft/hó",NA,"Hunor utca"," III. kerület","36 m² terület","1 szoba",NA
"1190",NA,NA,"150 000 Ft/hó",NA,"Baross utca"," XVIII. kerület","54 m² terület","2 szoba","5 m² erkély"
"1191",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Esztergár Lajos utca, Pécs",NA,NA
"1192",NA,NA,"35 000 Ft/hó",NA,"Arad utca 77"," Biharkeresztes","120 m² terület","3 szoba",NA
"1193","Új építésű",NA,"140 000 Ft/hó",NA,"Barsi Ernő utca 2"," Győr","47 m² terület","2 szoba","5 m² erkély"
"1194",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","200 000 Ft/hó",NA,"Zólyomi út, XI. kerület",NA,NA
"1195",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","160 000 Ft/hó",NA,"Rottenbiller utca, VII. kerület",NA,NA
"1196",NA,NA,"110 000 Ft/hó",NA,"Debrecen",NA,"44 m² terület","2 szoba",NA
"1197",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","125 000 Ft/hó",NA,"Bartók Béla út, XI. kerület",NA,NA
"1198",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","110 000 Ft/hó",NA,"Móra Ferenc lakótelep, Mosonmagyaróvár",NA,NA
"1199",NA,NA,"105 000 Ft/hó",NA,"Gizella út 3"," XIV. kerület","23 m² terület","1 szoba",NA
"1200",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Erfurti út, Győr",NA,NA
"1201",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","75 000 Ft/hó",NA,"Kassai sor 4., Salgótarján",NA,NA
"1202",NA,NA,"120 000 Ft/hó",NA,"Szent István körút"," V. kerület","52 m² terület","1 szoba",NA
"1203",NA,NA,"140 000 Ft/hó",NA,"Nagykőrösi utca"," Kecskemét","68 m² terület","2 szoba",NA
"1204",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Heimler Károly utca 7/c, Sopron",NA,NA
"1205",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","70 000 Ft/hó",NA,"Platán sor 9/a, Nagykanizsa",NA,NA
"1206",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","125 000 Ft/hó",NA,"Távíró utca, IX. kerület",NA,NA
"1207",NA,NA,"85 000 Ft/hó",NA,"Alkér utca"," X. kerület","30 m² terület","1 szoba",NA
"1208",NA,NA,"250 000 Ft/hó",NA,"Nyár utca"," VII. kerület","90 m² terület","2 + 1 fél szoba",NA
"1209","Új építésű",NA,"200 000 Ft/hó",NA,"Várkörút"," Székesfehérvár","52 m² terület","2 szoba","4 m² erkély"
"1210","Új építésű",NA,"220 000 Ft/hó",NA,"Pápay István utca"," IX. kerület","44 m² terület","2 szoba","8 m² erkély"
"1211",NA,NA,"160 000 Ft/hó",NA,"Columbus utca"," XIV. kerület","73 m² terület","2 szoba",NA
"1212",NA,NA,"110 000 Ft/hó",NA,"Harmat utca"," X. kerület","53 m² terület","2 szoba","5 m² erkély"
"1213",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Kassai út, Debrecen",NA,NA
"1214",NA,NA,"155 000 Ft/hó",NA,"Szépvölgyi út 4"," II. kerület","64 m² terület","2 + 1 fél szoba","4 m² erkély"
"1215",NA,NA,"150 000 Ft/hó",NA,"Baross utca"," VIII. kerület","56 m² terület","1 + 1 fél szoba",NA
"1216",NA,NA,"110 000 Ft/hó",NA,"Kerepesi út"," XIV. kerület","31 m² terület","1 szoba",NA
"1217",NA,NA,"402 000 Ft/hó",NA,"Hévízi út"," III. kerület","98 m² terület","3 + 1 fél szoba","7 m² erkély"
"1218",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Kossuth utca, Debrecen",NA,NA
"1219",NA,NA,"95 000 Ft/hó",NA,"Szent-Györgyi Albert utca"," Szeged","53 m² terület","2 szoba",NA
"1220",NA,NA,"50 000 Ft/hó",NA,"Lomnici utca 41"," Szeged","10 m² terület","1 szoba","2 m² erkély"
"1221",NA,NA,"300 000 Ft/hó",NA,"Szeréna út"," II. kerület","86 m² terület","3 szoba","25 m² erkély"
"1222",NA,NA,"85 000 Ft/hó",NA,"Batthyány Lajos tér 12"," Gyöngyös","49 m² terület","1 + 2 fél szoba","12 m² erkély"
"1223",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Fülep Lajos utca, Pécs",NA,NA
"1224",NA,NA,"65 000 Ft/hó",NA,"Kölcsey Ferenc utca 7"," Orosháza","63 m² terület","3 szoba",NA
"1225",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Ugró Gyula sor, IV. kerület",NA,NA
"1226",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","125 000 Ft/hó",NA,"Ikvahíd utca 3, Sopron",NA,NA
"1227",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","88 000 Ft/hó",NA,"Szilvás utca, Miskolc",NA,NA
"1228",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","75 000 Ft/hó",NA,"Szilléri sugárút, Szeged",NA,NA
"1229",NA,NA,"110 000 Ft/hó",NA,"Nagy Lajos király útja 29"," XIV. kerület","50 m² terület","2 szoba",NA
"1230",NA,NA,"110 000 Ft/hó",NA,"Rákosi út"," XVI. kerület","65 m² terület","2 + 1 fél szoba",NA
"1231",NA,NA,"150 000 Ft/hó",NA,"Latinovits Zoltán utca"," Dunaújváros","61 m² terület","3 szoba",NA
"1232",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","90 000 Ft/hó",NA,"Szentgyörgy út, Miskolc",NA,NA
"1233",NA,NA,"100 000 Ft/hó",NA,"Csengő utca"," Debrecen","31 m² terület","1 szoba",NA
"1234",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","220 000 Ft/hó",NA,"Corvin sétány 6., VIII. kerület",NA,NA
"1235","Új építésű",NA,"250 000 Ft/hó",NA,"Garda utca"," XI. kerület","47 m² terület","2 szoba","11 m² erkély"
"1236","Új építésű",NA,"220 000 Ft/hó",NA,"Medvetalp utca"," XI. kerület","44 m² terület","2 szoba","53 m² erkély"
"1237",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Tábori út, Hajmáskér",NA,NA
"1238",NA,NA,"120 000 Ft/hó",NA,"Sopron"," Belváros","62 m² terület","2 szoba",NA
"1239","Új építésű",NA,"170 000 Ft/hó",NA,"Győr"," Révfalu","60 m² terület","2 szoba",NA
"1240",NA,NA,"275 000 Ft/hó",NA,"Gebauer Ernő utca 11"," Pécs","75 m² terület","3 szoba","15 m² erkély"
"1241",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Dózsa György utca, Debrecen",NA,NA
"1242",NA,NA,"280 000 Ft/hó",NA,"Fogarasi út 107"," XIV. kerület","81 m² terület","4 szoba","12 m² erkély"
"1243",NA,NA,"400 000 Ft/hó",NA,"Ráday utca"," IX. kerület","100 m² terület","3 + 2 fél szoba",NA
