"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1077",NA,NA,NA,"85 000 Ft/hó",NA,"Teréz körút"," VI. kerület","42 m² terület","1 szoba",NA
"1078",NA,NA,NA,"350 000 Ft/hó",NA,"Külső-Erzsébetváros"," VII. kerület","110 m² terület","4 szoba","3 m² erkély"
"1079",NA,NA,NA,"1 825 750 Ft/hó",NA,"Szentháromság utca"," I. kerület","135 m² terület","4 szoba",NA
"1080","Új építésű",NA,NA,"730 300 Ft/hó",NA,"Csipke út"," XII. kerület","100 m² terület","3 + 1 fél szoba","90 m² erkély"
"1081",NA,NA,NA,"149 000 Ft/hó",NA,"Semmelweis utca 8"," V. kerület","32 m² terület","1 szoba",NA
"1082",NA,NA,NA,"170 000 Ft/hó",NA,"Egressy út"," XIV. kerület","45 m² terület","2 szoba","3 m² erkély"
"1083",NA,NA,NA,"450 000 Ft/hó",NA,"Győr"," Révfalu","90 m² terület","4 szoba",NA
"1084",NA,NA,NA,"70 000 Ft/hó",NA,"Dunai fasor 2"," Sződliget","60 m² terület","1 szoba",NA
"1085",NA,NA,NA,"110 000 Ft/hó",NA,"Csantavér utca"," XIV. kerület","40 m² terület","1 szoba",NA
"1086",NA,NA,NA,"130 000 Ft/hó",NA,"Csángó utca"," XIII. kerület","37 m² terület","1 + 1 fél szoba",NA
"1087",NA,NA,NA,"200 000 Ft/hó",NA,"Mikó utca"," I. kerület","95 m² terület","2 szoba","10 m² erkély"
"1088",NA,NA,NA,"130 000 Ft/hó",NA,"Fehérvári út 137"," XI. kerület","50 m² terület","2 szoba","4 m² erkély"
"1089",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Kossuth Lajos utca 21., Veszprém",NA,NA
"1090",NA,NA,NA,"125 000 Ft/hó",NA,"Soroksári út 5"," IX. kerület","35 m² terület","1 szoba",NA
"1091",NA,NA,NA,"130 000 Ft/hó",NA,"Soroksári út 5"," IX. kerület","30 m² terület","1 szoba",NA
"1092",NA,NA,NA,"230 000 Ft/hó",NA,"Tárnoki út"," Érd","70 m² terület","4 szoba","4 m² erkély"
"1093","Csak szoba",NA,NA,"40 000 Ft/hó",NA,"Gelencsér utca 4"," Keszthely","16 m² terület","1 szoba",NA
"1094",NA,NA,NA,"34 000 Ft/hó",NA,"Virág utca"," IV. kerület","8 m² terület","0 + 1 fél szoba",NA
"1095",NA,NA,NA,"550 000 Ft/hó",NA,"Ó utca"," VI. kerület","144 m² terület","4 szoba",NA
"1096",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Erzsébet királyné útja 30/A., XIV. kerület",NA,NA
"1097","Csak szoba",NA,NA,"50 000 Ft/hó",NA,"Abda",NA,"23 m² terület","1 szoba",NA
"1098",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","590 000 Ft/hó",NA,"Dolgos utca, XII. kerület",NA,NA
"1099",NA,NA,NA,"120 000 Ft/hó",NA,"Károlyi utca"," Szeged","40 m² terület","1 szoba",NA
"1100","Csak szoba",NA,NA,"60 000 Ft/hó",NA,"Poroszlay út"," Debrecen","15 m² terület","1 szoba","4 m² erkély"
"1101",NA,NA,NA,"140 000 Ft/hó",NA,"Váci út"," XIII. kerület","40 m² terület","1 + 1 fél szoba",NA
"1102",NA,NA,NA,"310 378 Ft/hó",NA,"Váci utca"," V. kerület","110 m² terület","4 szoba",NA
"1103",NA,NA,NA,"119 000 Ft/hó",NA,"Hunyadi tér"," VI. kerület","35 m² terület","1 szoba",NA
"1104",NA,NA,NA,"200 000 Ft/hó",NA,"Perczel Mór utca 2"," V. kerület","69 m² terület","2 szoba",NA
"1105",NA,NA,NA,"145 000 Ft/hó",NA,"Kerepesi út 136"," XIV. kerület","52 m² terület","2 szoba",NA
"1106","Csak szoba",NA,NA,"40 000 Ft/hó",NA,"Puskin tér"," Pécs","25 m² terület","1 szoba",NA
"1107",NA,NA,NA,"584 240 Ft/hó",NA,"Andrássy út"," VI. kerület","100 m² terület","1 szoba","8 m² erkély"
"1108",NA,NA,NA,"620 755 Ft/hó",NA,"Petőfi Sándor utca"," V. kerület","148 m² terület","3 + 1 fél szoba",NA
"1109",NA,NA,NA,"292 120 Ft/hó",NA,"Andrássy út 2"," VI. kerület","66 m² terület","2 szoba",NA
"1110",NA,NA,NA,"949 390 Ft/hó",NA,"Hankóczy Jenő utca"," II. kerület","160 m² terület","4 szoba",NA
"1111",NA,NA,NA,"180 000 Ft/hó",NA,"Petőfi Sándor utca 5"," V. kerület","63 m² terület","2 szoba",NA
"1112",NA,NA,NA,"130 000 Ft/hó",NA,"Népszínház utca"," VIII. kerület","41 m² terület","1 + 1 fél szoba",NA
"1113",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","95 000 Ft/hó",NA,"Szent-Györgyi Albert utca, Kecskemét",NA,NA
"1114",NA,NA,NA,"120 000 Ft/hó",NA,"Szőlő köz 7"," III. kerület","35 m² terület","1 + 1 fél szoba",NA
"1115",NA,NA,NA,"130 000 Ft/hó",NA,"Dunasor utca"," Szigethalom","15 m² terület","1 szoba","45 m² erkély"
"1116",NA,NA,NA,"100 000 Ft/hó",NA,"Szilágyi Erzsébet fasor"," II. kerület","33 m² terület","1 szoba",NA
"1117",NA,NA,NA,"195 000 Ft/hó",NA,"Fűrész utca"," Szeged","70 m² terület","3 szoba","4 m² erkély"
"1118","Csak szoba",NA,NA,"75 000 Ft/hó",NA,"József körút"," VIII. kerület","20 m² terület","1 szoba",NA
"1119",NA,NA,NA,"80 000 Ft/hó",NA,"Ferenc tér"," IX. kerület","12 m² terület","2 + 1 fél szoba",NA
"1120",NA,NA,NA,"328 635 Ft/hó",NA,"Váci utca"," V. kerület","120 m² terület","3 szoba",NA
"1121",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","200 000 Ft/hó",NA,"Sina Simon sétány, XVIII. kerület",NA,NA
"1122",NA,NA,NA,"120 000 Ft/hó",NA,"Térffy Gyula utca 33"," Komárom","35 m² terület","1 szoba","30 m² erkély"
"1123",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Kossuth Lajos sugárút 19, Szeged",NA,NA
"1124",NA,NA,NA,"70 000 Ft/hó",NA,"Haller utca 72-74"," IX. kerület","11 m² terület","1 szoba","6 m² erkély"
"1125",NA,NA,NA,"80 000 Ft/hó",NA,"Áram utca"," XIX. kerület","37 m² terület","1 szoba",NA
"1126","Új építésű",NA,NA,"154 000 Ft/hó",NA,"Székely Mihály utca"," VI. kerület","45 m² terület","1 + 1 fél szoba","4 m² erkély"
"1127",NA,NA,NA,"100 000 Ft/hó",NA,"Vak Bottyán utca"," XVI. kerület","40 m² terület","1 szoba",NA
"1128",NA,NA,NA,"320 000 Ft/hó",NA,"Közraktár utca"," IX. kerület","82 m² terület","3 szoba","2 m² erkély"
"1129",NA,NA,NA,"250 000 Ft/hó",NA,"Fő utca"," Pápa","128 m² terület","4 szoba",NA
"1130",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","175 000 Ft/hó",NA,"Barcsay utca, VII. kerület",NA,NA
"1131",NA,NA,NA,"346 893 Ft/hó",NA,"Dohány utca"," VII. kerület","96 m² terület","2 + 1 fél szoba",NA
"1132",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","155 000 Ft/hó",NA,"Lövőház utca, II. kerület",NA,NA
"1133",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Mester utca 65, IX. kerület",NA,NA
"1134","Új építésű",NA,NA,"250 000 Ft/hó",NA,"Bíró László József körút"," XI. kerület","75 m² terület","2 + 1 fél szoba",NA
"1135",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Délibáb utca, VI. kerület",NA,NA
"1136","Új építésű",NA,NA,"125 000 Ft/hó",NA,"Aradi utca"," VI. kerület","35 m² terület","1 szoba",NA
"1137",NA,NA,NA,"260 000 Ft/hó",NA,"Hunyadi János utca"," Debrecen","72 m² terület","3 szoba","20 m² erkély"
"1138",NA,NA,NA,"110 000 Ft/hó",NA,"Bokréta utca"," IX. kerület","38 m² terület","1 szoba",NA
"1139",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","110 000 Ft/hó",NA,"Prohászka Ottokár út 53, Székesfehérvár",NA,NA
"1140",NA,NA,NA,"182 575 Ft/hó",NA,"Remeteszőlős",NA,"40 m² terület","2 szoba",NA
"1141",NA,NA,NA,"80 000 Ft/hó",NA,"Schönfeld udvar"," Kiskunhalas","60 m² terület","2 szoba",NA
"1142",NA,NA,NA,"180 000 Ft/hó",NA,"Rácz Aladár út"," XII. kerület","90 m² terület","3 szoba","10 m² erkély"
"1143",NA,NA,NA,"80 000 Ft/hó",NA,"Jókai Mór utca"," Gyöngyös","44 m² terület","1 szoba",NA
"1144",NA,NA,NA,"200 000 Ft/hó",NA,"Rákóczi út"," VII. kerület","87 m² terület","2 szoba",NA
"1145","Új építésű"," Videó elérhető",NA,"730 300 Ft/hó",NA,"Csipke út"," XII. kerület","100 m² terület","3 + 1 fél szoba","90 m² erkély"
"1146",NA,NA,NA,"260 000 Ft/hó",NA,"Kőfaragó utca"," VIII. kerület","77 m² terület","3 szoba",NA
"1147",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Köztársaság utca 10, Siófok",NA,NA
"1148","Új építésű",NA,NA,"730 300 Ft/hó",NA,"Csipke út"," XII. kerület","75 m² terület","3 szoba","90 m² erkély"
"1149",NA,NA,NA,"140 000 Ft/hó",NA,"Szeged"," Alsóváros","90 m² terület","3 szoba","5 m² erkély"
"1150",NA,NA,NA,"145 000 Ft/hó",NA,"Szász Károly utca 2."," II. kerület","46 m² terület","2 szoba",NA
"1151",NA,NA,NA,"180 000 Ft/hó",NA,"Beretvás köz"," Kecskemét","75 m² terület","3 szoba","24 m² erkély"
"1152",NA,NA,NA,"100 000 Ft/hó",NA,"Victor Hugo utca"," XIII. kerület","39 m² terület","1 szoba","4 m² erkély"
"1153",NA,NA,NA,"95 000 Ft/hó",NA,"Házmán utca"," II. kerület","15 m² terület","1 szoba",NA
"1154",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Százados út 20C, VIII. kerület",NA,NA
"1155",NA,NA,NA,"160 000 Ft/hó",NA,"Hankóczy Jenő utca 30"," II. kerület","67 m² terület","2 szoba",NA
"1156","Új építésű",NA,NA,"195 000 Ft/hó",NA,"Tűzoltó utca"," IX. kerület","35 m² terület","1 szoba","6 m² erkély"
"1157","Csak szoba",NA,NA,"70 000 Ft/hó",NA,"Tavaszmező utca"," VIII. kerület","70 m² terület","3 szoba",NA
"1158",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","290 000 Ft/hó",NA,"Ferenczy István utca, V. kerület",NA,NA
"1159",NA,NA,NA,"180 000 Ft/hó",NA,"Kecskemét"," Hunyadiváros","120 m² terület","3 szoba","5 m² erkély"
"1160",NA,NA,NA,"100 000 Ft/hó",NA,"Kossuth utca"," Debrecen","45 m² terület","1 + 1 fél szoba","4 m² erkély"
"1161",NA,NA,NA,"115 000 Ft/hó",NA,"Király utca 67."," VII. kerület","18 m² terület","1 szoba",NA
"1162",NA,NA,NA,"160 000 Ft/hó",NA,"Szentkirályi utca 2."," VIII. kerület","50 m² terület","2 szoba",NA
"1163",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","180 000 Ft/hó",NA,"Pusztaszeri út 16, II. kerület",NA,NA
"1164",NA,NA,NA,"365 150 Ft/hó",NA,"Szófia utca 4."," VI. kerület","76 m² terület","3 szoba",NA
"1165",NA,NA,NA,"401 665 Ft/hó",NA,"Dohány utca 16-18."," VII. kerület","109 m² terület","3 szoba",NA
"1166","Virtuális séta",NA,NA,"365 150 Ft/hó",NA,"Városház utca 1."," V. kerület","63 m² terület","2 szoba",NA
"1167",NA,NA,NA,"150 000 Ft/hó",NA,"Föltámadás utca 30"," Szeged","91 m² terület","2 szoba",NA
"1168",NA,NA,NA,"360 000 Ft/hó",NA,"Szemere utca"," V. kerület","86 m² terület","3 szoba","4 m² erkély"
"1169",NA,NA,NA,"170 000 Ft/hó",NA,"Maláta utca"," X. kerület","35 m² terület","1 szoba",NA
"1170",NA,NA,NA,"70 000 Ft/hó",NA,"Ferenc tér 12"," IX. kerület","72 m² terület","2 szoba",NA
"1171",NA,NA,NA,"125 000 Ft/hó",NA,"Andrássy utca 3-5."," Miskolc","43 m² terület","1 + 1 fél szoba",NA
"1172",NA,NA,NA,"547 725 Ft/hó",NA,"Erzsébet körút 39."," VII. kerület","100 m² terület","4 szoba",NA
"1173",NA,NA,NA,"803 330 Ft/hó",NA,"Ferenciek tere 7-8."," V. kerület","100 m² terület","3 szoba",NA
"1174",NA,NA,NA,"912 875 Ft/hó",NA,"József Attila utca 18."," V. kerület","90 m² terület","3 + 1 fél szoba",NA
"1175","Virtuális séta",NA,NA,"693 785 Ft/hó",NA,"Szent István körút 2."," XIII. kerület","100 m² terület","3 + 1 fél szoba","3 m² erkély"
"1176",NA,NA,NA,"160 000 Ft/hó",NA,"Paskál-malom utca"," XIV. kerület","48 m² terület","2 szoba","7 m² erkély"
"1177","Virtuális séta",NA,NA,"912 875 Ft/hó",NA,"Királyi Pál utca 20."," V. kerület","110 m² terület","3 szoba",NA
"1178","Virtuális séta",NA,NA,"912 875 Ft/hó",NA,"Andrássy út 74."," VI. kerület","103 m² terület","3 szoba",NA
"1179","Virtuális séta",NA,NA,"912 875 Ft/hó",NA,"Andrássy út 44."," VI. kerület","101 m² terület","3 szoba",NA
"1180","Virtuális séta",NA,NA,"912 875 Ft/hó",NA,"Falk Miksa utca 7."," V. kerület","112 m² terület","3 szoba",NA
"1181",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Alkotmány utca, V. kerület",NA,NA
"1182",NA,NA,NA,"909 224 Ft/hó",NA,"Battai út"," II. kerület","200 m² terület","6 szoba","20 m² erkély"
"1183","Virtuális séta",NA,NA,"912 875 Ft/hó",NA,"Belgrád rakpart 27."," V. kerület","140 m² terület","4 szoba",NA
"1184",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Balzac utca, XIII. kerület",NA,NA
"1185",NA,NA,NA,"100 000 Ft/hó",NA,"Bezerédj utca"," VIII. kerület","36 m² terület","1 szoba",NA
"1186",NA,NA,NA,"30 000 Ft/hó",NA,"Labdarúgó utca"," IV. kerület","38 m² terület","1 szoba",NA
"1187","Új építésű",NA,NA,"150 000 Ft/hó",NA,"Szombathely"," Minerva-lakótelep","31 m² terület","1 szoba",NA
"1188",NA,NA,NA,"146 060 Ft/hó",NA,"Nap utca"," VIII. kerület","33 m² terület","1 szoba",NA
"1189",NA,NA,NA,"100 000 Ft/hó",NA,"Aradi utca"," IV. kerület","35 m² terület","1 + 1 fél szoba",NA
"1190",NA,NA,NA,"140 000 Ft/hó",NA,"István utca"," Pécs","53 m² terület","2 szoba","5 m² erkély"
"1191",NA,NA,NA,"170 000 Ft/hó",NA,"Király utca"," VII. kerület","55 m² terület","2 szoba",NA
"1192",NA,NA,NA,"130 000 Ft/hó",NA,"Hársfa utca"," VII. kerület","31 m² terület","1 szoba",NA
"1193",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","449 000 Ft/hó",NA,"Szépvölgyi út, II. kerület",NA,NA
"1194","Csak szoba",NA,NA,"33 000 Ft/hó",NA,"Mátyás király út"," Eger","140 m² terület","7 szoba",NA
"1195",NA,NA,NA,"100 000 Ft/hó",NA,"Vágóhíd utca"," Kehidakustány","40 m² terület","2 szoba",NA
"1196",NA,NA,NA,"180 000 Ft/hó",NA,"Jókai utca"," VI. kerület","85 m² terület","3 szoba",NA
"1197",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","180 000 Ft/hó",NA,"Pusztaszeri út 16, II. kerület",NA,NA
"1198",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","160 000 Ft/hó",NA,"Orsika tér, XVI. kerület",NA,NA
"1199","Csak szoba",NA,NA,"60 000 Ft/hó",NA,"Kálocfapuszta"," Kiskutas","16 m² terület","3 szoba","60 m² erkély"
"1200",NA,NA,NA,"130 000 Ft/hó",NA,"Bajcsy-Zsilinszky utca"," Harkány","50 m² terület","2 szoba","10 m² erkély"
"1201",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","95 000 Ft/hó",NA,"Búzakalász utca, Győr",NA,NA
"1202",NA,NA,NA,"110 000 Ft/hó",NA,"Bethlen Gábor utca"," VII. kerület","24 m² terület","1 szoba",NA
"1203",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","160 000 Ft/hó",NA,"Fő utca, II. kerület",NA,NA
"1204",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","180 000 Ft/hó",NA,"Futó utca 20, VIII. kerület",NA,NA
"1205","Virtuális séta",NA,NA,"370 000 Ft/hó",NA,"Andrássy út"," VI. kerület","96 m² terület","3 + 1 fél szoba",NA
"1206",NA,NA,NA,"657 270 Ft/hó",NA,"Újlipótváros"," XIII. kerület","78 m² terület","3 szoba","5 m² erkély"
"1207","Új építésű"," Régen frissült",NA,"200 000 Ft/hó",NA,"Kodály körönd"," VI. kerület","60 m² terület","2 szoba","12 m² erkély"
"1208",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Budai út, Székesfehérvár",NA,NA
"1209",NA,NA,NA,"75 000 Ft/hó",NA,"Miskolc"," Belváros","48 m² terület","1 + 1 fél szoba",NA
"1210",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","170 000 Ft/hó",NA,"Kálvin tér, VIII. kerület",NA,NA
"1211","Csak szoba",NA,NA,"100 000 Ft/hó",NA,"Márvány utca"," XII. kerület","21 m² terület","1 szoba",NA
"1212",NA,NA,NA,"180 000 Ft/hó",NA,"Teréz körút 36"," VI. kerület","96 m² terület","3 szoba",NA
"1213",NA,NA,NA,"160 000 Ft/hó",NA,"Rákóczi út"," VIII. kerület","54 m² terület","1 + 1 fél szoba",NA
"1214",NA,NA,NA,"115 000 Ft/hó",NA,"Gát utca 12"," IX. kerület","31 m² terület","1 szoba","2 m² erkély"
"1215",NA,NA,NA,"280 000 Ft/hó",NA,"Akácfa utca"," Budaörs","140 m² terület","3 szoba",NA
"1216",NA,NA,NA,"130 000 Ft/hó",NA,"Mező utca 3"," Fertőd","58 m² terület","1 + 3 fél szoba","20 m² erkély"
"1217",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Fiastyúk utca, XIII. kerület",NA,NA
"1218",NA,NA,NA,"370 000 Ft/hó",NA,"Izabella utca"," VI. kerület","95 m² terület","4 szoba",NA
"1219",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","145 000 Ft/hó",NA,"Zoltán utca, V. kerület",NA,NA
"1220",NA,NA,NA,"100 000 Ft/hó",NA,"Köztársaság utca 6"," Siófok","45 m² terület","2 szoba","6 m² erkély"
"1221",NA,NA,NA,"180 000 Ft/hó",NA,"Nyergesújfalu",NA,"68 m² terület","3 szoba","25 m² erkély"
"1222",NA,NA,NA,"750 000 Ft/hó",NA,"Báthory utca"," V. kerület","117 m² terület","3 szoba","2 m² erkély"
"1223","Csak szoba",NA,NA,"55 000 Ft/hó",NA,"Neptun utca"," XV. kerület","8 m² terület","2 + 3 fél szoba","4 m² erkély"
"1224",NA,NA,NA,"140 000 Ft/hó",NA,"Kavicsos utca"," Diósd","60 m² terület","2 szoba","4 m² erkély"
"1225",NA,NA,NA,"320 000 Ft/hó",NA,"Károly körút"," VII. kerület","86 m² terület","3 szoba","15 m² erkély"
"1226",NA,NA,NA,"130 000 Ft/hó",NA,"Siófok"," Belváros","42 m² terület","1 + 1 fél szoba",NA
"1227",NA,NA,NA,"199 000 Ft/hó",NA,"József Attila-lakótelep"," IX. kerület","70 m² terület","3 szoba","4 m² erkély"
"1228",NA,NA,NA,"85 000 Ft/hó",NA,"Bulcsú utca"," Miskolc","56 m² terület","2 + 1 fél szoba","4 m² erkély"
"1229",NA,NA,NA,"182 575 Ft/hó",NA,"Bajnok utca"," VI. kerület","57 m² terület","2 szoba",NA
"1230",NA,NA,NA,"350 000 Ft/hó",NA,"Fő utca"," I. kerület","90 m² terület","3 + 1 fél szoba","4 m² erkély"
"1231","Csak szoba",NA,NA,"65 000 Ft/hó",NA,"Üllői út"," IX. kerület","54 m² terület","2 szoba",NA
"1232","Csak szoba",NA,NA,"65 000 Ft/hó",NA,"Mária utca"," Pilisvörösvár","24 m² terület","1 szoba",NA
"1233",NA,NA,NA,"105 000 Ft/hó",NA,"Tahi utca"," XIII. kerület","40 m² terület","1 szoba",NA
"1234",NA,NA,NA,"195 000 Ft/hó",NA,"Lipthay utca"," II. kerület","41 m² terület","1 szoba",NA
"1235","Csak szoba",NA,NA,"65 000 Ft/hó",NA,"József körút 66"," VIII. kerület","45 m² terület","3 szoba",NA
"1236",NA,NA,NA,"220 000 Ft/hó",NA,"Május 1. út 21"," Tata","122 m² terület","2 szoba","9 m² erkély"
"1237",NA,NA,NA,"120 000 Ft/hó",NA,"Szabó László zug 3."," Hajdúszoboszló","60 m² terület","2 szoba","5 m² erkély"
"1238",NA,NA,NA,"130 000 Ft/hó",NA,"Baross utca 74."," VIII. kerület","40 m² terület","1 szoba",NA
